Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation,source_file
Musculoskeletal,Joint Surgery,27570,Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices),Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,23700,"Manipulation under anesthesia, shoulder joint, including application of fixation apparatus (dislocation excluded)",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Spine Surgery,22899,"Unlisted procedure, spine",Yes,CareCore National,,Table_table_22.csv
Musculoskeletal,Joint Surgery,23130,"Acromioplasty or acromionectomy, partial, with or without coracoacromial ligament release",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27418,"Anterior tibial tubercleplasty (eg, Maquet type procedure)",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,S2117,"Arthroereisis, subtalar",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27130,"Arthroplasty, acetabular and proximal femoral prosthetic replacement (total hip arthroplasty), with or without autograft or
allograft",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27703,"Arthroplasty, ankle; revision, total ankle",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27702,"Arthroplasty, ankle; with implant (total ankle)",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27442,"Arthroplasty, femoral condyles or tibial plateau(s), knee;",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27443,"Arthroplasty, femoral condyles or tibial plateau(s), knee; with debridement and partial synovectomy",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,23470,"Arthroplasty, glenohumeral joint; hemiarthroplasty",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,23472,"Arthroplasty, Glenohumeral Joint; Total Shoulder [Glenoid And Proximal Humeral Replacement (E.G., Total Shoulder)]",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee
arthroplasty)",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27446,"Arthroplasty, knee, condyle and plateau; medial OR lateral compartment",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27440,"Arthroplasty, knee, tibial plateau",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27441,"Arthroplasty, knee, tibial plateau; with debridement and partial synovectomy",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,27438,"Arthroplasty, patella; with prosthesis",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,29888,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction,Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,29889,Arthroscopically aided posterior cruciate ligament repair/augmentation or reconstruction,Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,29851,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without
manipulation; with internal or external fixation (includes arthroscopy)",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,29850,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without
manipulation; without internal or external fixation (includes arthroscopy)",Yes,MedSolutions,,Table_table_22.csv
Musculoskeletal,Joint Surgery,29856,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); bicondylar, includes internal fixation, when performed
(includes arthroscopy)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29855,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed
(includes arthroscopy)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29860,"Arthroscopy, hip, diagnostic with or without synovial biopsy (separate procedure)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29915,"Arthroscopy, Hip, Surgical; With Acetabuloplasty (Ie, Treatment Of Pincer Lesion)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29862,"Arthroscopy, hip, surgical; with debridement/shaving of articular cartilage (chondroplasty), abrasion arthroplasty, and/or
resection of labrum",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29914,"Arthroscopy, hip, surgical; with femoroplasty (ie, treatment of cam lesion)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29916,"Arthroscopy, hip, surgical; with labral repair",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29861,"Arthroscopy, hip, surgical; with removal of loose body or foreign body",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29863,"Arthroscopy, hip, surgical; with synovectomy",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29870,"Arthroscopy, knee, diagnostic, with or without synovial biopsy (separate procedure)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29879,"Arthroscopy, knee, surgical; abrasion arthroplasty (includes chondroplasty where necessary) or multiple drilling or
microfracture",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29877,"Arthroscopy, knee, surgical; debridement/shaving of articular cartilage (chondroplasty)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29886,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29887,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion with internal fixation",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29885,"Arthroscopy, knee, surgical; drilling for osteochondritis dissecans with bone grafting, with or without internal fixation (including
debridement of base of lesion)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29871,"Arthroscopy, knee, surgical; for infection, lavage and drainage",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29874,"Arthroscopy, Knee, Surgical; For Removal Of Loose Body Or Foreign Body ( Eg Osteochondritis Dissecans Fragmentation,
Chondral Fragmentation)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29868,"Arthroscopy, knee, surgical; meniscal transplantation (includes arthrotomy for meniscal insertion), medial or lateral",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29867,"Arthroscopy, knee, surgical; osteochondral allograft (eg, mosaicplasty)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29866,"Arthroscopy, knee, surgical; osteochondral autograft(s) (eg, mosaicplasty) (includes harvesting of the autograft[s])",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29875,"Arthroscopy, knee, surgical; synovectomy, limited (eg, plica or shelf resection) (separate procedure)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29876,"Arthroscopy, knee, surgical; synovectomy, major, 2 or more compartments (eg, medial or lateral)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29873,"Arthroscopy, knee, surgical; with lateral release",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29884,"Arthroscopy, knee, surgical; with lysis of adhesions, with or without manipulation (separate procedure)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29883,"Arthroscopy, knee, surgical; with meniscus repair (medial AND lateral)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29882,"Arthroscopy, knee, surgical; with meniscus repair (medial OR lateral)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29880,"Arthroscopy, Knee, Surgical; With Meniscectomy (Medial And Lateral, Including Any Meniscal Shaving) Including
Debridement/Shaving Of Articular Cartilage (Chondroplasty), Same Or Separate Compartment (S) When Performed",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29881,"Arthroscopy, Knee, Surgical; With Meniscectomy (Medial Or Lateral, Including Any Meniscal Shaving) Including
Debridement/Shaving Of Articular Cartilage (Chondroplasty), Same Or Separate Compartment (S) When Performed",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29828,"Arthroscopy, shoulder, surgical; biceps tenodesis",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29805,"Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure)",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29807,"Arthroscopy, shoulder, surgical; repair of SLAP lesion",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29806,"Arthroscopy, shoulder, surgical; capsulorrhaphy",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29823,"Arthroscopy, shoulder, surgical; debridement, extensive, 3 or more discrete structures",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29822,"Arthroscopy, shoulder, surgical; debridement, limited, 1 or 2 discrete structures",Yes,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29826,"Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial
ligament (ie, arch) release, when performed (List separately in addition to code for primary procedure)",Add On,MedSolutions,,Table_table_23.csv
Musculoskeletal,Joint Surgery,29824,"Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (Mumford procedure)",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,29821,"Arthroscopy, shoulder, surgical; synovectomy, complete",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,29820,"Arthroscopy, shoulder, surgical; synovectomy, partial",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,29825,"Arthroscopy, Shoulder, Surgical; With Lysis And Resection Of Adhesions, With Our Without Manipulation",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,29819,"Arthroscopy, shoulder, surgical; with removal of loose body or foreign body",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,29827,"Arthroscopy, shoulder, surgical; with rotator cuff repair",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,27403,"Arthrotomy with meniscus repair, knee",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,27333,"Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial AND lateral",Yes,MedSolutions,,Table_table_24.csv
Musculoskeletal,Joint Surgery,27332,"Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial OR lateral",Yes,MedSolutions,,Table_table_24.csv
